State,Museum or Federal Agency,MNI,AFO,CA,CUI,Geographic Area,County
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Ulster
NY,American Museum of Natural History,1,0,N/A,1,New York,Ulster
NY,New York State Museum,1,1,N/A,1,New York,Ulster
NY,New York State Museum,1,0,N/A,1,New York,Ulster
NY,"SUNY, New Paltz",1,0,N/A,1,New York,Ulster
NY,"SUNY, New Paltz",1,0,N/A,1,New York,Ulster
NY,New York State Museum,10,0,N/A,1,New York,Ulster
NY,New York State Museum,4,0,N/A,1,New York,Ulster
NY,New York State Museum,1,0,N/A,1,New York,Ulster
NY,New York State Museum,5,0,N/A,1,New York,Warren
NY,New York State Museum,1,12,N/A,1,New York,Washington
NY,New York State Museum,4,136,N/A,1,New York,Washington
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Wayne
NY,SUNY University at Buffalo,2,0,N/A,1,New York,Wayne
NY,New York State Museum,2,0,N/A,1,New York,Wayne
NY,American Museum of Natural History,1,0,N/A,1,New York,Westchester
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,2,0,N/A,1,New York,Westchester
NY,American Museum of Natural History,2,0,N/A,1,New York,Wyoming
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Wyoming
NY,New York State Museum,31,18,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,13,0,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,7,0,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Yates
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Yates
NY,New York State Museum,1,0,N/A,1,New York,Yates
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,
NY,American Museum of Natural History,3,0,N/A,1,New York,
NY,Brooklyn Children's Museum,1,0,N/A,1,New York,
NY,Brooklyn Children's Museum,1,0,N/A,1,New York,
NY,Brooklyn Children's Museum,1,0,N/A,1,New York,
NY,Chemung Valley History Museum,1,0,N/A,1,New York,
KS,"Univ. of Kansas, Museum of Anthropology",1,0,N/A,1,New York,
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",2,0,N/A,1,New York,
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,New York,
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,New York,
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,
NY,American Museum of Natural History,1,0,N/A,1,New York,
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,
NY,"SUNY, New Paltz",4,0,N/A,1,New York,
NY,Buffalo State College,1,0,N/A,1,New York,
NY,Buffalo State College,1,0,N/A,1,New York,
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,N/A,1,New York,
NY,Fort Ticonderoga,0,179,N/A,1,New York,
NY,Fort Ticonderoga,0,194,N/A,1,New York,
IL,Field Museum of Natural History,3,0,N/A,1,North America,
IL,Field Museum of Natural History,4,0,N/A,1,North America,
ID,"College of Southern Idaho, Herrett Center for Arts and Science",5,2,N/A,1,North America,
FL,"Florida Dept. of State, Division of Historical Resources",1,0,N/A,1,North America,
FL,"Florida Dept. of State, Division of Historical Resources",1,0,N/A,1,North America,
FL,"Florida Dept. of State, Division of Historical Resources",3,1,N/A,1,North America,
IL,Field Museum of Natural History,1,0,N/A,1,North America,
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Alamance
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Alamance
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Alamance
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",4,0,N/A,1,North Carolina,Alamance
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",4,3,N/A,1,North Carolina,Anson
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Beaufort
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",2,0,N/A,1,North Carolina,Beaufort
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Bertie
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Bertie
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,0,N/A,1,North Carolina,Bertie
PA,Carnegie Museum of Natural History,1,0,N/A,1,North Carolina,Bertie
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",1,0,N/A,1,North Carolina,Bertie
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",34,6,N/A,1,North Carolina,Brunswick
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",1,0,N/A,1,North Carolina,Camden
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Carteret
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Carteret
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,3,N/A,1,North Carolina,Carteret
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",7,3,N/A,1,North Carolina,Carteret
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Carteret
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",25,1,N/A,1,North Carolina,Carteret
NC,"U.S. Dept. of Interior, FWS, Cedar Island National Wildlife Refuge",1,0,N/A,1,North Carolina,Carteret
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",1,0,N/A,1,North Carolina,Carteret
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",3,3,N/A,1,North Carolina,Carteret
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",2,1,N/A,1,North Carolina,Carteret
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",7,0,N/A,1,North Carolina,Catawba
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Chatham
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,13,N/A,1,North Carolina,Chatham
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Chowan
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",6,0,N/A,1,North Carolina,Chowan
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Craven
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,43,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",17,1,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,3,N/A,1,North Carolina,Cumberland
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,North Carolina,Cumberland
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Currituck
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Currituck
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Currituck
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",123,0,N/A,1,North Carolina,Currituck
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",6,0,N/A,1,North Carolina,Currituck
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Dare
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Dare
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Dare
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",10,0,N/A,1,North Carolina,Dare
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Davidson
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Davidson
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Davidson
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Davidson
NC,"Wake Forest Univ., Archeology Labs",27,16,N/A,1,North Carolina,Davidson
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,1,N/A,1,North Carolina,Davie
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Durham
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,0,N/A,1,North Carolina,Forsyth
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Gaston
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Halifax
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",19,1,N/A,1,North Carolina,Halifax
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",21,0,N/A,1,North Carolina,Halifax
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Halifax
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Halifax
NC,"East Carolina Univ., David Phelps Archaeology Laboratory",3,0,N/A,1,North Carolina,Halifax
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Harnett
NC,"Univ. of North Carolina, Charlotte, Dept. of Sociology, Anthropology and Social Work  ",1,0,N/A,1,North Carolina,Haywood
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Lincoln
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Lincoln
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Montgomery
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,0,N/A,1,North Carolina,Montgomery
NC,North Carolina Division of Archives and History,259,4154,N/A,1,North Carolina,Montgomery
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,New Hanover
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",17,0,N/A,1,North Carolina,New Hanover
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Northampton
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",9,1,N/A,1,North Carolina,Onslow
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Onslow
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Onslow
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,0,N/A,1,North Carolina,Onslow
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Onslow
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Onslow
NC,"U.S. Dept. of Defense, Navy, Marine Corps, Camp Lejeune",53,0,N/A,1,North Carolina,Onslow
NC,"U.S. Dept. of Defense, Navy, Marine Corps, Camp Lejeune",3,0,N/A,1,North Carolina,Onslow
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,North Carolina,Onslow
NC,"U.S. Dept. of Defense, Navy, Marine Corps, Camp Lejeune",158,0,N/A,1,North Carolina,Onslow
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",14,225,N/A,1,North Carolina,Orange
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",8,51,N/A,1,North Carolina,Orange
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,6,N/A,1,North Carolina,Orange
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,0,N/A,1,North Carolina,Orange
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Orange
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Pamlico
IN,"Earlham College, Joseph Moore Museum of Natural History",1,0,N/A,1,North Carolina,Pasquotank
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Pender
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",23,18,N/A,1,North Carolina,Randolph
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Randolph
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",11,0,N/A,1,North Carolina,Richmond
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Richmond
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Richmond
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",15,0,N/A,1,North Carolina,Robeson
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Rockingham
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Rockingham
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",3,27,N/A,1,North Carolina,Rockingham
NY,American Museum of Natural History,1,0,N/A,1,North Carolina,Rowan
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Stanly
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",30,7,N/A,1,North Carolina,Stanly
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Stanly
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",10,0,N/A,1,North Carolina,Stanly
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",5,3,N/A,1,North Carolina,Stokes
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",4,0,N/A,1,North Carolina,Stokes
NC,"Wake Forest Univ., Archeology Labs",7,122,N/A,1,North Carolina,Surry
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Wake
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",7,0,N/A,1,North Carolina,Wake
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Wake
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Wake
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Warren
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Warren
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Warren
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",2,0,N/A,1,North Carolina,Warren
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",5,0,N/A,1,North Carolina,Warren
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Warren
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Warren
NC,"Appalachian State Univ., Appalachian Cultural Museum",1,0,N/A,1,North Carolina,Watauga
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Wilkes
NC,"Wake Forest Univ., Archeology Labs",9,507,N/A,1,North Carolina,Wilkes
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,N/A,1,North Carolina,Yadkin
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",4,0,N/A,1,North Carolina,Yadkin
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",10,0,N/A,1,North Carolina,Yadkin
NC,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",59,0,N/A,1,North Carolina,Yadkin
NC,"Wake Forest Univ., Archeology Labs",55,1808,N/A,1,North Carolina,Yadkin
